img_id,tag_list,rating
7446424,"['ronindude', 'high resolution', 'very high resolution', 'large filesize', 'character sheet', 'commission', '1girl', 'against glass', 'backpack', 'bag', 'blonde', 'blue skirt', 'breasts', 'brown eyes', 'brown hair', 'candy', 'candy cane', 'cerra romero', 'cleavage', 'digital media player', 'earbuds', 'earphones', 'erect nipples', 'erect nipples under clothes', 'female', 'food', 'front-tie top', 'gun', 'hair ornament', 'hair scrunchie', 'handgun', 'land of the dead', 'leaning forward', 'lips', 'lollipop', 'lowleg skirt', 'medium breasts', 'midriff', 'miniskirt', 'multicolored hair', 'navel', 'nipples', 'nose', 'pistol', 'plaid', 'plaid skirt', 'pleated skirt', 'ponytail', 'post-apocalyptic', 'randosel', 'scrunchie', 'short ponytail', 'skirt', 'solo', 'standing', 'streaked hair', 'stuffed animal', 'stuffed bunny', 'stuffed toy', 'swirl lollipop', 'tanned', 'thighhighs', 'thighs', 'tied hair', 'toned', 'trigger discipline', 'two-tone hair', 'watch', 'weapon', 'wristwatch', 'zettai ryouiki']", Questionable
7446423,"['final fantasy', 'final fantasy viii', 'fuujin (ff8)', 'fumio (rsqkr)', 'high resolution', 'simple background', 'white background', '1girl', 'arm behind back', 'breasts', 'clavicle', 'cleavage', 'covered navel', 'erect nipples', 'erect nipples under clothes', 'eyepatch', 'female', 'jacket', 'large breasts', 'looking at viewer', 'nipples', 'pantyhose', 'red eyes', 'silver hair', 'sitting', 'solo', 'thighs', 'unzipped']", Questionable
7446429,"['jak and daxter', 'daxter', 'tess (jak and daxter)', 'soulcentinel', 'high resolution', 'text', 'video game', '2018', 'anthro', 'blue eyes', 'blush', 'collar', 'drooling', 'duo', 'erection', 'female', 'fluffy', 'fur', 'hair', 'hetero', 'male', 'mammal', 'mustelid', 'nude', 'oral', 'ottsel', 'paws', 'penetration', 'penis', 'petplay', 'roleplay', 'rubbing', 'saliva', 'smile', 'sucking', 'testicles', 'tongue']", Explicit
7446420,"['zombie land saga', 'minamoto sakura', 'h3po4 chiba', 'high resolution', '1:1 aspect ratio', '1girl', 'ahoge', 'blazer', 'blue eyes', 'blush', 'bow', 'bowtie', 'breasts', 'embarrassed', 'female', 'jacket', 'large breasts', 'long hair', 'long sleeves', 'looking at viewer', 'open mouth', 'polka dot', 'polka dot bow', 'red hair', 'school uniform', 'surprised', 'sweatdrop', 'upper body', 'wavy mouth']", Safe
7446421,"['super mario bros.', 'bowsette', 'fan character', 'bowser', 'nekonyan (nekoworld)', 'alternative age', 'crown', 'female', 'solo', 'super crown']", Safe
7446417,"['godzilla (series)', 'toho (film company)', 'santa claus', 'biollante', 'high resolution', '2018', 'bioluminescence', 'christmas', 'christmas lights', 'city', 'destruction', 'giant monster', 'glowing', 'kaijuu', 'monster', 'night', 'noger chen', 'plant']", Safe
7446419,"['momoiro closet', 'front wing', 'ino', '16:9 aspect ratio', 'uncensored', 'game cg', 'anal', 'anal beads', 'anus', 'ass', 'ass grab', 'blush', 'braid', 'breasts', 'gloves', 'groping', 'long hair', 'nipples', 'pink hair', 'sex', 'sex toy', 'skirt', 'tied hair', 'vaginal juices', 'vibrator', 'yellow eyes', 'character request']", Explicit
7446418,"['original', 'nagidango', '1girl', 'asymmetrical hair', 'bangs', 'banner', 'black hair', 'blush', 'brown eyes', 'closed mouth', 'curly hair', 'day', 'ema', 'eyebrows visible through hair', 'female', 'floral print', 'flower', 'hair flower', 'hair ornament', 'hand up', 'holding', 'kimono', 'long hair', 'long sleeves', 'looking at viewer', 'mountain', 'obi', 'outdoors', 'pink flower', 'ponytail', 'print kimono', 'sash', 'sidelocks', 'side ponytail', 'smile', 'solo', 'standing', 'tied hair', 'upper body', 'wafuku', 'white kimono', 'wide sleeves']", Safe
7446416,"['original', 'boar', 'pomu (pomu me)', 'high resolution', 'very high resolution', 'animal', 'animal ears', 'animal on shoulder', 'arrow', 'bangs', 'bow', 'brown hair', 'eyebrows visible through hair', 'fang', 'flower', 'frilled sleeves', 'frills', 'green eyes', 'hair between eyes', 'hair bow', 'hair flower', 'hair ornament', 'hair ribbon', 'holding', 'holding animal', 'kimono', 'long sleeves', 'looking at viewer', 'new year', 'open mouth', 'red flower', 'red kimono', 'ribbon', 'smile', 'solo focus', 'upper body', 'wafuku', 'white flower', 'wide sleeves']", Safe
7446410,"['love live! (series)', 'love live! sunshine!!', 'sakurauchi riko', 'high resolution', 'female', 'long hair', 'pixiv id 34638710', 'smile', 'solo', 'water blue new world']", Safe
7446413,"['guilty gear', 'millia rage', 'revolc-pinup', 'high resolution', 'simple background', 'very high resolution', 'uncensored', 'large filesize', 'signature', 'grey background', 'tumblr username', '1girl', 'anus', 'ass', 'blonde', 'blue eyes', 'breasts', 'female', 'fingerless gloves', 'from behind', 'gloves', 'hat', 'long hair', 'looking at viewer', 'looking back', 'medium breasts', 'nude', 'parted lips', 'solo', 'vagina', 'very long hair', 'white gloves']", Explicit
7446414,"['kantai collection', 'hamakaze (kantai collection)', 'jema', '1girl', 'breasts', 'cleavage', 'female', 'large breasts', 'smile', 'swimsuit']", Questionable
7446415,"['super mario bros.', 'bowsette', 'fan character', 'bowser', 'yagisaka seto', 'wallpaper', '800x1000 wallpaper', '4:5 ratio', 'crown', 'female', 'solo', 'super crown']", Safe
7446412,"['ichigo marshmallow', 'matsuoka miu', 'gunshou', 'high resolution', '1girl', 'bow', 'bow panties', 'brick wall', 'brown eyes', 'brown hair', 'clavicle', 'cowboy shot', 'eyebrows visible through hair', 'female', 'hair bobbles', 'hair ornament', 'lifted by self', 'loli', 'looking at viewer', 'navel', 'open mouth', 'pantsu', 'panty pull', 'pulled by self', 'shirt', 'shirt lift', 'shirt print', 'short sleeves', 'solo', 'standing', 'star print', 'tied hair', 'twintails', 'underwear', 'w', 'white panties', 'white underwear', 'contentious content']", Explicit
7446411,"['original', 'ecoas', 'high resolution', 'commission', '1girl', 'animal ears', 'architecture', 'arm tattoo', 'black legwear', 'black nails', 'bracer', 'breasts', 'choker', 'cleavage', 'dutch angle', 'east asian architecture', 'elbow gloves', 'eyeshadow', 'facial mark', 'female', 'fingerless gloves', 'forehead mark', 'gloves', 'greaves', 'hair ornament', 'hair ribbon', 'highleg', 'highleg leotard', 'inumimi', 'koroyuri (lucciola85)', 'large breasts', 'leotard', 'lips', 'lipstick', 'long hair', 'looking at viewer', 'makeup', 'mole', 'mole under eye', 'nail polish', 'night', 'ninja', 'nose', 'obi', 'one knee', 'over-kneehighs', 'ponytail', 'pose', 'purple choker', 'purple gloves', 'purple lipstick', 'reverse grip', 'ribbon', 'sash', 'short sword', 'single pauldron', 'sky', 'solo', 'starry sky', 'star (sky)', 'strapless', 'strapless leotard', 'sword', 'tabi', 'tattoo', 'thick thighs', 'thighhighs', 'thighs', 'tied hair', 'wafuku', 'weapon', 'yellow eyes', 'borrowed character']", Safe
7446409,"['fate (series)', 'fate/stay night', 'tohsaka rin', 'high resolution', 'artist name', 'dated', '1girl', 'adjusting eyewear', 'ass', 'bed', 'black footwear', 'black hair', 'black legwear', 'black ribbon', 'black skirt', 'crossed legs', 'eyebrows visible through hair', 'feet', 'female', 'green eyes', 'hair ornament', 'hair ribbon', 'hand on eyewear', 'hand up', 'high heels', 'long hair', 'long sleeves', 'looking at viewer', 'megane', 'miniskirt', 'on bed', 'pantsu', 'puckered lips', 'red-framed eyewear', 'red shirt', 'ribbon', 'semi-rimless eyewear', 'shinchintaisha', 'shirt', 'shoes', 'single shoe', 'sitting', 'skirt', 'sleeves past wrists', 'soles', 'solo', 'thighhighs', 'toes', 'turtleneck', 'two side up', 'under-rim eyewear', 'underwear', 'viewed from below', 'v-shaped eyebrows', 'wavy hair', 'white panties', 'white underwear', 'revision']", Safe
7446406,"['watashi ga motenai no wa dou kangaetemo omaera ga warui!', 'kuroki tomoko', 'nemoto hina', 'high resolution', '3girls', 'ahegao', 'animal ears', 'black hair', 'blonde', 'blush', 'breasts', 'cat tail', 'clothed female nude female', 'dog tail', 'double v', 'drooling', 'eyes rolled back', 'fake animal ears', 'female', 'fff threesome', 'fingering', 'girl sandwich', 'green eyes', 'group sex', 'heart', 'heart-shaped pupils', 'hug', 'large breasts', 'licking', 'long hair', 'lying', 'medium breasts', 'multiple girls', 'nude', 'okada akane', 'on back', 'open mouth', 'pink hair', 'purple eyes', 'sandwiched', 'scrunchie', 'sex', 'symbol-shaped pupils', 'tail', 'teamwork', 'threesome', 'tied hair', 'tomato cyuki', 'trembling', 'twintails', 'v', 'yuri']", Explicit
7446405,"['pokemon', 'nintendo', 'pokemon (game)', 'pokemon x & y', 'pokemon species', 'original character', 'pokémon (species)', 'braixen', 'simple background', 'monochrome', 'video game', '1girl', '3boys', '3 toes', 'anal', 'animal genitalia', 'animal penis', 'anthro', 'belly', 'big ears', 'big tail', 'blush', 'canine', 'canine penis', 'erection', 'feet', 'female', 'foursome', 'fox', 'furry', 'gay', 'group', 'group sex', 'half-closed eyes', 'hand on face', 'hand on leg', 'heavy breathing', 'hetero', 'interspecies', 'jacket', 'knot', 'leg up', 'looking at viewer', 'male', 'male pov', 'mammal', 'motion lines', 'multiple boys', 'navel', 'no nipples', 'nude', 'on back', 'open mouth', 'paws', 'pawsmasher', 'penis', 'pettanko', 'pov', 'riding', 'scarf', 'sex', 'spread legs', 'stick', 'sweat', 'tail', 'teeth', 'testicles', 'thick thighs', 'thighs', 'thin waist', 'tongue', 'vagina', 'vaginal juices', 'wet', 'yaoi', 'yellow theme']", Explicit
7446407,"['original', 'ecoas', 'high resolution', 'very high resolution', 'uncensored', 'commission', '1girl', 'animal ears', 'areolae', 'arm tattoo', 'barefoot', 'bdsm', 'beads', 'bent knees', 'black hair', 'black nails', 'bondage', 'bound legs', 'breasts', 'choker', 'club', 'dark areolae', 'elbow gloves', 'feet', 'female', 'frogtie', 'full body', 'full moon', 'giant', 'gloves', 'greaves', 'height difference', 'hetero', 'horns', 'huge penis', 'inumimi', 'jewelry', 'koroyuri (lucciola85)', 'large breasts', 'large testicles', 'leg grab', 'lips', 'lipstick', 'long hair', 'looking at viewer', 'makeup', 'male', 'mature', 'moon', 'nail polish', 'nakadashi', 'night', 'ninja', 'nipples', 'nose', 'nude', 'oni', 'orange eyes', 'pale skin', 'penis', 'penis piercing', 'piercing', 'planted weapon', 'pointed ears', 'prayer beads', 'pubic hair', 'purple choker', 'purple gloves', 'purple lipstick', 'red oni', 'red rope', 'reverse suspended congress', 'rope', 'semen', 'sex', 'sharp teeth', 'shibari', 'shimenawa', 'short sword', 'silver hair', 'size difference', 'spiked club', 'spikes', 'spread legs', 'sweat', 'sword', 'tattoo', 'teeth', 'testicles', 'thick thighs', 'thighhighs', 'thighs', 'toenail polish', 'toes', 'torn clothes', 'torn legwear', 'tusks', 'vagina', 'vaginal', 'vaginal juices', 'weapon', 'yellow eyes', 'yellow sclera']", Explicit
7446408,"['blazblue', 'nu-13', 'hell machina', 'high resolution', 'signature', '1girl', 'ahoge', 'bare shoulders', 'bodysuit', 'breasts', 'eyepatch', 'female', 'grey hair', 'large breasts', 'long hair', 'looking at viewer', 'medium breasts', 'red eyes', 'silver hair', 'small breasts', 'smile', 'solo', 'upper body', 'very long hair']", Safe
